engdeu6821,wmt23.ZengHuiMT,100,TGT,eng,deu,91,video_games-1-en_0007621-83#ZengHuiMT#duplicate1,False,"[{""start_i"":4,""end_i"":10,""severity"":""minor""}]",1711192199.804,1711192224.466
engdeu6821,wmt23.ZengHuiMT,99,TGT,eng,deu,66,LMG3864.110347872133370000#ZengHuiMT#duplicate1,False,"[{""start_i"":163,""end_i"":212,""severity"":""major""}]",1711192163.982,1711192163.982
engdeu6821,wmt23.ZengHuiMT,98,BAD,eng,deu,34,LMG3864.110347872133370000#ZengHuiMT#bad5#duplicate1,False,"[{""start_i"":3,""end_i"":19,""severity"":""major"",""error_type"":null},{""start_i"":171,""end_i"":219,""severity"":""major"",""error_type"":null}]",1711192085.748,1711192128.604
engdeu6821,wmt23.Lan-BridgeMT,97,TGT,eng,deu,68,hupfen.110347875196018000#Lan-BridgeMT#duplicate1,False,"[{""start_i"":26,""end_i"":56,""severity"":""minor""}]",1711192024.689,1711192024.69
engdeu6821,wmt23.Lan-BridgeMT,96,TGT,eng,deu,67,hupfen.110347875196018000#Lan-BridgeMT#duplicate1,False,"[{""start_i"":17,""end_i"":27,""severity"":""minor""},{""start_i"":110,""end_i"":125,""severity"":""minor""},{""start_i"":238,""end_i"":245,""severity"":""major""},{""start_i"":52,""end_i"":57,""severity"":""minor"",""error_type"":null}]",1711191952.225,1711191996.99
engdeu6821,wmt23.Lan-BridgeMT,95,TGT,eng,deu,34,hupfen.110347875196018000#Lan-BridgeMT#duplicate1,False,"[{""start_i"":95,""end_i"":113,""severity"":""major""},{""start_i"":178,""end_i"":184,""severity"":""minor""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711191898.449,1711191925.973
engdeu6821,wmt23.refA,94,TGT,eng,deu,100,watch-2-en_0222650-78#refA#duplicate1,False,[],1711191826.108,1711191851.767
engdeu6821,wmt23.refA,93,TGT,eng,deu,100,watch-2-en_0222650-78#refA#duplicate1,False,[],1711191764.005,1711191764.005
engdeu6821,wmt23.Lan-BridgeMT,92,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,[],1711191662.757,1711191744.494
engdeu6821,wmt23.Lan-BridgeMT,91,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,[],1711191623.346,1711191627.513
engdeu6821,wmt23.Lan-BridgeMT,90,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,[],1711191615.549,1711191615.549
engdeu6821,wmt23.Lan-BridgeMT,89,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,[],1711191606.37,1711191611.128
engdeu6821,wmt23.Lan-BridgeMT,88,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,[],1711191601.244,1711191601.244
engdeu6821,wmt23.Lan-BridgeMT,87,TGT,eng,deu,100,elitr_minuting-1#Lan-BridgeMT#duplicate1,False,"[{""start_i"":765,""end_i"":821,""severity"":""minor"",""error_type"":null}]",1711191471.183,1711191596.393
engdeu6821,wmt23.NLLB_Greedy,86,TGT,eng,deu,100,WildTypeWriter.110349584441052992#NLLB_Greedy#duplicate1,False,"[{""start_i"":314,""end_i"":321,""severity"":""major""}]",1711191236.336,1711191303.92
engdeu6821,wmt23.AIRC,85,TGT,eng,deu,49,guardian.114833#AIRC,False,"[{""start_i"":419,""end_i"":429,""severity"":""major""},{""start_i"":198,""end_i"":210,""severity"":""major"",""error_type"":null}]",1711191038.11,1711191143.319
engdeu6821,wmt23.AIRC,84,TGT,eng,deu,67,guardian.114833#AIRC,False,"[{""start_i"":30,""end_i"":41,""severity"":""major""},{""start_i"":604,""end_i"":626,""severity"":""major""}]",1711190934.764,1711190999.157
engdeu6821,wmt23.AIRC,83,TGT,eng,deu,34,guardian.114833#AIRC,False,"[{""start_i"":546,""end_i"":558,""severity"":""major""},{""start_i"":920,""end_i"":927,""severity"":""major""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major""},{""start_i"":891,""end_i"":919,""severity"":""major"",""error_type"":null}]",1711190830.626,1711190870.575
engdeu6821,wmt23.AIRC,82,TGT,eng,deu,33,guardian.114833#AIRC,False,"[{""start_i"":473,""end_i"":591,""severity"":""major""}]",1711190652.983,1711190683.848
engdeu6821,wmt23.AIRC,81,TGT,eng,deu,50,office_product-1-en_0302040-78#AIRC,False,"[{""start_i"":502,""end_i"":527,""severity"":""major""},{""start_i"":380,""end_i"":397,""severity"":""major""},{""start_i"":176,""end_i"":188,""severity"":""minor"",""error_type"":null},{""start_i"":316,""end_i"":334,""severity"":""major"",""error_type"":null},{""start_i"":399,""end_i"":402,""severity"":""major"",""error_type"":null}]",1711190506.187,1711190604.419
engdeu6821,wmt23.AIRC,80,TGT,eng,deu,5,office_product-1-en_0302040-78#AIRC,False,"[{""start_i"":0,""end_i"":7,""severity"":""major""}]",1711190458.045,1711190458.045
engdeu6821,wmt23.ZengHuiMT,79,BAD,eng,deu,20,rt.com.39936#ZengHuiMT#bad1,False,"[{""start_i"":217,""end_i"":239,""severity"":""major"",""error_type"":null},{""start_i"":250,""end_i"":265,""severity"":""major"",""error_type"":null}]",1711189878.511,1711189935.524
engdeu6821,wmt23.ZengHuiMT,78,BAD,eng,deu,21,rt.com.39936#ZengHuiMT#bad1,False,"[{""start_i"":609,""end_i"":610,""severity"":""major""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null},{""start_i"":147,""end_i"":201,""severity"":""major"",""error_type"":null},{""start_i"":577,""end_i"":603,""severity"":""major"",""error_type"":null}]",1711189783.393,1711189851.337
engdeu6821,wmt23.ZengHuiMT,77,BAD,eng,deu,67,rt.com.39936#ZengHuiMT#bad1,False,"[{""start_i"":813,""end_i"":848,""severity"":""major"",""error_type"":null}]",1711189230.264,1711189320.028
engdeu6821,wmt23.NLLB_Greedy,76,TGT,eng,deu,100,elitr_minuting-1#NLLB_Greedy,False,[],1711189058.457,1711189135.756
engdeu6821,wmt23.NLLB_Greedy,75,TGT,eng,deu,100,elitr_minuting-1#NLLB_Greedy,False,[],1711189010.002,1711189011.209
engdeu6821,wmt23.NLLB_Greedy,74,TGT,eng,deu,100,elitr_minuting-1#NLLB_Greedy,False,[],1711188999.375,1711188999.375
engdeu6821,wmt23.NLLB_Greedy,73,TGT,eng,deu,67,elitr_minuting-1#NLLB_Greedy,False,"[{""start_i"":32,""end_i"":39,""severity"":""major""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major""}]",1711188977.48,1711188986.677
engdeu6821,wmt23.NLLB_Greedy,72,TGT,eng,deu,94,elitr_minuting-1#NLLB_Greedy,False,"[{""start_i"":14,""end_i"":26,""severity"":""minor"",""error_type"":null}]",1711188923.166,1711188966.342
engdeu6821,wmt23.NLLB_Greedy,71,TGT,eng,deu,51,elitr_minuting-1#NLLB_Greedy,False,"[{""start_i"":796,""end_i"":802,""severity"":""major""},{""start_i"":1090,""end_i"":1097,""severity"":""major""},{""start_i"":44,""end_i"":48,""severity"":""major""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major""},{""start_i"":143,""end_i"":154,""severity"":""major"",""error_type"":null}]",1711188820.898,1711188915.341
engdeu6821,wmt23.ZengHuiMT,70,TGT,eng,deu,100,rt.com.39936#ZengHuiMT,False,[],1711182750.352,1711182776.378
engdeu6821,wmt23.ZengHuiMT,69,TGT,eng,deu,67,rt.com.39936#ZengHuiMT,False,"[{""start_i"":551,""end_i"":606,""severity"":""major""},{""start_i"":609,""end_i"":610,""severity"":""major""},{""start_i"":222,""end_i"":222,""severity"":""minor"",""error_type"":null}]",1711182598.759,1711182663.299
engdeu6821,wmt23.ZengHuiMT,68,TGT,eng,deu,86,rt.com.39936#ZengHuiMT,False,"[{""start_i"":733,""end_i"":744,""severity"":""major"",""error_type"":null}]",1711182465.581,1711182543.072
engdeu6821,wmt23.refA,67,TGT,eng,deu,100,codleoconsultant.110349816317848000#refA,False,[],1711182377.552,1711182377.552
engdeu6821,wmt23.ZengHuiMT,66,BAD,eng,deu,50,latimes.160885#ZengHuiMT#bad4,False,"[{""start_i"":706,""end_i"":739,""severity"":""major""},{""start_i"":505,""end_i"":525,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711182025.348,1711182099.244
engdeu6821,wmt23.ZengHuiMT,65,BAD,eng,deu,67,latimes.160885#ZengHuiMT#bad4,False,"[{""start_i"":444,""end_i"":444,""severity"":""minor"",""error_type"":null},{""start_i"":479,""end_i"":480,""severity"":""minor"",""error_type"":null},{""start_i"":697,""end_i"":734,""severity"":""major"",""error_type"":null},{""start_i"":735,""end_i"":735,""severity"":""major"",""error_type"":null}]",1711181911.047,1711181986.198
engdeu6821,wmt23.ZengHuiMT,64,BAD,eng,deu,100,latimes.160885#ZengHuiMT#bad4,False,"[{""start_i"":724,""end_i"":725,""severity"":""minor"",""error_type"":null}]",1711181818.959,1711181848.787
engdeu6821,wmt23.ZengHuiMT,63,BAD,eng,deu,100,latimes.160885#ZengHuiMT#bad4,False,[],1711181614.978,1711181660.363
engdeu6821,wmt23.ZengHuiMT,62,BAD,eng,deu,0,latimes.160885#ZengHuiMT#bad4,False,"[{""start_i"":0,""end_i"":35,""severity"":""major"",""error_type"":null},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major"",""error_type"":null}]",1711181554.688,1711181568.636
engdeu6821,wmt23.NLLB_Greedy,61,TGT,eng,deu,50,apparel-5-en_0929230-74#NLLB_Greedy,False,"[{""start_i"":75,""end_i"":82,""severity"":""major""},{""start_i"":425,""end_i"":431,""severity"":""minor""},{""start_i"":545,""end_i"":557,""severity"":""major""},{""start_i"":213,""end_i"":241,""severity"":""minor""},{""start_i"":406,""end_i"":410,""severity"":""minor"",""error_type"":null},{""start_i"":492,""end_i"":496,""severity"":""undecided"",""error_type"":null},{""start_i"":497,""end_i"":512,""severity"":""undecided"",""error_type"":null},{""start_i"":514,""end_i"":522,""severity"":""major"",""error_type"":null}]",1711181452.864,1711181528.367
engdeu6821,wmt23.NLLB_Greedy,60,TGT,eng,deu,49,apparel-5-en_0929230-74#NLLB_Greedy,False,"[{""start_i"":40,""end_i"":47,""severity"":""major""},{""start_i"":""missing"",""end_i"":""missing"",""severity"":""major""}]",1711181407.809,1711181416.0
engdeu6821,wmt23.ONLINE-G,59,TGT,eng,deu,35,hupfen.110347875196018000#ONLINE-G,False,"[{""start_i"":56,""end_i"":65,""severity"":""major""},{""start_i"":36,""end_i"":54,""severity"":""minor"",""error_type"":null}]",1711181335.299,1711181377.953
engdeu6821,wmt23.ONLINE-G,58,TGT,eng,deu,94,hupfen.110347875196018000#ONLINE-G,False,"[{""start_i"":54,""end_i"":60,""severity"":""minor""},{""start_i"":123,""end_i"":129,""severity"":""minor""}]",1711181313.862,1711181322.337
